===2023-07-26 16:42:04===
===Setting===
    dataset: digit
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 5
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[225,338,507,761,1142,417,626,939,528,792,352,528,587,
client_nums=[5,3,2,2,1,]
len_dataset=[3719,2479,1652,1101,734,]
domain number = 5
============ Train epoch 0 ============
 Site-MNIST                         | Train Loss: 2.1086 | Train Acc: 0.5333
 Site-MNIST                         | Train Loss: 2.1119 | Train Acc: 0.5059
 Site-MNIST                         | Train Loss: 2.1259 | Train Acc: 0.4990
 Site-MNIST                         | Train Loss: 2.1152 | Train Acc: 0.5191
 Site-MNIST                         | Train Loss: 2.1119 | Train Acc: 0.5324
 Site-USPS                          | Train Loss: 2.0924 | Train Acc: 0.5276
 Site-USPS                          | Train Loss: 2.0883 | Train Acc: 0.5160
 Site-USPS                          | Train Loss: 2.0800 | Train Acc: 0.5623
 Site-SynthDigits                   | Train Loss: 2.2594 | Train Acc: 0.1932
 Site-SynthDigits                   | Train Loss: 2.2455 | Train Acc: 0.2386
 Site-MNIST_M                       | Train Loss: 2.2605 | Train Acc: 0.1989
 Site-MNIST_M                       | Train Loss: 2.2804 | Train Acc: 0.1534
 Site-SVHN                          | Train Loss: 2.2809 | Train Acc: 0.1857
Average Train Accuracy: 0.3973
 Site-MNIST                         | Val  Loss: 2.1302 | Val  Acc: 0.5179
 Site-MNIST                         | Val  Loss: 2.1437 | Val  Acc: 0.5595
 Site-MNIST                         | Val  Loss: 2.1088 | Val  Acc: 0.5794
 Site-MNIST                         | Val  Loss: 2.1141 | Val  Acc: 0.5105
 Site-MNIST                         | Val  Loss: 2.1169 | Val  Acc: 0.5018
 Site-USPS                          | Val  Loss: 2.1023 | Val  Acc: 0.4904
 Site-USPS                          | Val  Loss: 2.1046 | Val  Acc: 0.4487
 Site-USPS                          | Val  Loss: 2.0869 | Val  Acc: 0.5171
 Site-SynthDigits                   | Val  Loss: 2.2776 | Val  Acc: 0.2273
 Site-SynthDigits                   | Val  Loss: 2.2438 | Val  Acc: 0.2121
 Site-MNIST_M                       | Val  Loss: 2.2449 | Val  Acc: 0.1932
 Site-MNIST_M                       | Val  Loss: 2.2310 | Val  Acc: 0.2348
 Site-SVHN                          | Val  Loss: 2.2902 | Val  Acc: 0.1301
Average Valid Accuracy: 0.3941
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.5179
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.5595
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.5794
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.5105
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.5018
 Best site-USPS                      | Epoch:0 | Val Acc: 0.4904
 Best site-USPS                      | Epoch:0 | Val Acc: 0.4487
 Best site-USPS                      | Epoch:0 | Val Acc: 0.5171
 Best site-SynthDigits               | Epoch:0 | Val Acc: 0.2273
 Best site-SynthDigits               | Epoch:0 | Val Acc: 0.2121
 Best site-MNIST_M                   | Epoch:0 | Val Acc: 0.1932
 Best site-MNIST_M                   | Epoch:0 | Val Acc: 0.2348
 Best site-SVHN                      | Epoch:0 | Val Acc: 0.1301
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.5_0/afl...
============ Train epoch 1 ============
 Site-MNIST                         | Train Loss: 1.9375 | Train Acc: 0.6133
 Site-MNIST                         | Train Loss: 1.9323 | Train Acc: 0.6124
 Site-MNIST                         | Train Loss: 1.9641 | Train Acc: 0.5542
 Site-MNIST                         | Train Loss: 1.9427 | Train Acc: 0.5769
 Site-MNIST                         | Train Loss: 1.9398 | Train Acc: 0.5884
 Site-USPS                          | Train Loss: 1.9076 | Train Acc: 0.5923
 Site-USPS                          | Train Loss: 1.9046 | Train Acc: 0.6134
 Site-USPS                          | Train Loss: 1.8912 | Train Acc: 0.6539
 Site-SynthDigits                   | Train Loss: 2.1989 | Train Acc: 0.2746
 Site-SynthDigits                   | Train Loss: 2.1803 | Train Acc: 0.3371
 Site-MNIST_M                       | Train Loss: 2.2382 | Train Acc: 0.2699
 Site-MNIST_M                       | Train Loss: 2.2540 | Train Acc: 0.2178
 Site-SVHN                          | Train Loss: 2.2525 | Train Acc: 0.2351
Average Train Accuracy: 0.4723
 Site-MNIST                         | Val  Loss: 1.9685 | Val  Acc: 0.5357
 Site-MNIST                         | Val  Loss: 1.9867 | Val  Acc: 0.5714
 Site-MNIST                         | Val  Loss: 1.9362 | Val  Acc: 0.6032
 Site-MNIST                         | Val  Loss: 1.9520 | Val  Acc: 0.5842
 Site-MNIST                         | Val  Loss: 1.9487 | Val  Acc: 0.6035
 Site-USPS                          | Val  Loss: 1.9255 | Val  Acc: 0.6154
 Site-USPS                          | Val  Loss: 1.9355 | Val  Acc: 0.5705
 Site-USPS                          | Val  Loss: 1.9030 | Val  Acc: 0.5983
 Site-SynthDigits                   | Val  Loss: 2.2334 | Val  Acc: 0.2803
 Site-SynthDigits                   | Val  Loss: 2.1924 | Val  Acc: 0.2677
 Site-MNIST_M                       | Val  Loss: 2.2102 | Val  Acc: 0.3068
 Site-MNIST_M                       | Val  Loss: 2.2059 | Val  Acc: 0.3030
 Site-SVHN                          | Val  Loss: 2.2675 | Val  Acc: 0.1575
Average Valid Accuracy: 0.4614
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.5357
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.5714
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.6032
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.5842
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.6035
 Best site-USPS                      | Epoch:1 | Val Acc: 0.6154
 Best site-USPS                      | Epoch:1 | Val Acc: 0.5705
 Best site-USPS                      | Epoch:1 | Val Acc: 0.5983
 Best site-SynthDigits               | Epoch:1 | Val Acc: 0.2803
 Best site-SynthDigits               | Epoch:1 | Val Acc: 0.2677
 Best site-MNIST_M                   | Epoch:1 | Val Acc: 0.3068
 Best site-MNIST_M                   | Epoch:1 | Val Acc: 0.3030
 Best site-SVHN                      | Epoch:1 | Val Acc: 0.1575
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.5_0/afl...
============ Train epoch 2 ============
 Site-MNIST                         | Train Loss: 1.7675 | Train Acc: 0.6489
 Site-MNIST                         | Train Loss: 1.7946 | Train Acc: 0.6450
 Site-MNIST                         | Train Loss: 1.8232 | Train Acc: 0.5996
 Site-MNIST                         | Train Loss: 1.7911 | Train Acc: 0.6150
 Site-MNIST                         | Train Loss: 1.7899 | Train Acc: 0.6217
 Site-USPS                          | Train Loss: 1.7437 | Train Acc: 0.6259
 Site-USPS                          | Train Loss: 1.7385 | Train Acc: 0.6534
 Site-USPS                          | Train Loss: 1.7179 | Train Acc: 0.6890
 Site-SynthDigits                   | Train Loss: 2.1169 | Train Acc: 0.3352
 Site-SynthDigits                   | Train Loss: 2.1052 | Train Acc: 0.3775
 Site-MNIST_M                       | Train Loss: 2.1993 | Train Acc: 0.3125
 Site-MNIST_M                       | Train Loss: 2.2254 | Train Acc: 0.2481
 Site-SVHN                          | Train Loss: 2.2271 | Train Acc: 0.2572
Average Train Accuracy: 0.5099
 Site-MNIST                         | Val  Loss: 1.8204 | Val  Acc: 0.5893
 Site-MNIST                         | Val  Loss: 1.8414 | Val  Acc: 0.5952
 Site-MNIST                         | Val  Loss: 1.7843 | Val  Acc: 0.6190
 Site-MNIST                         | Val  Loss: 1.8144 | Val  Acc: 0.6105
 Site-MNIST                         | Val  Loss: 1.8040 | Val  Acc: 0.6175
 Site-USPS                          | Val  Loss: 1.7690 | Val  Acc: 0.6827
 Site-USPS                          | Val  Loss: 1.7790 | Val  Acc: 0.6154
 Site-USPS                          | Val  Loss: 1.7351 | Val  Acc: 0.6239
 Site-SynthDigits                   | Val  Loss: 2.1833 | Val  Acc: 0.3561
 Site-SynthDigits                   | Val  Loss: 2.1233 | Val  Acc: 0.3131
 Site-MNIST_M                       | Val  Loss: 2.1701 | Val  Acc: 0.3523
 Site-MNIST_M                       | Val  Loss: 2.1754 | Val  Acc: 0.3409
 Site-SVHN                          | Val  Loss: 2.2446 | Val  Acc: 0.2055
Average Valid Accuracy: 0.5017
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.5893
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.5952
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.6190
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.6105
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.6175
 Best site-USPS                      | Epoch:2 | Val Acc: 0.6827
 Best site-USPS                      | Epoch:2 | Val Acc: 0.6154
 Best site-USPS                      | Epoch:2 | Val Acc: 0.6239
 Best site-SynthDigits               | Epoch:2 | Val Acc: 0.3561
 Best site-SynthDigits               | Epoch:2 | Val Acc: 0.3131
 Best site-MNIST_M                   | Epoch:2 | Val Acc: 0.3523
 Best site-MNIST_M                   | Epoch:2 | Val Acc: 0.3409
 Best site-SVHN                      | Epoch:2 | Val Acc: 0.2055
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.5_0/afl...
============ Train epoch 3 ============
 Site-MNIST                         | Train Loss: 1.6493 | Train Acc: 0.7156
 Site-MNIST                         | Train Loss: 1.6594 | Train Acc: 0.6953
 Site-MNIST                         | Train Loss: 1.6975 | Train Acc: 0.6509
 Site-MNIST                         | Train Loss: 1.6562 | Train Acc: 0.6715
 Site-MNIST                         | Train Loss: 1.6562 | Train Acc: 0.6778
 Site-USPS                          | Train Loss: 1.5863 | Train Acc: 0.6451
 Site-USPS                          | Train Loss: 1.5928 | Train Acc: 0.6821
 Site-USPS                          | Train Loss: 1.5736 | Train Acc: 0.7050
 Site-SynthDigits                   | Train Loss: 2.0689 | Train Acc: 0.3523
 Site-SynthDigits                   | Train Loss: 2.0315 | Train Acc: 0.4003
 Site-MNIST_M                       | Train Loss: 2.1614 | Train Acc: 0.3636
 Site-MNIST_M                       | Train Loss: 2.1929 | Train Acc: 0.2746
 Site-SVHN                          | Train Loss: 2.2045 | Train Acc: 0.2692
Average Train Accuracy: 0.5464
 Site-MNIST                         | Val  Loss: 1.6937 | Val  Acc: 0.6429
 Site-MNIST                         | Val  Loss: 1.7138 | Val  Acc: 0.6667
 Site-MNIST                         | Val  Loss: 1.6525 | Val  Acc: 0.6746
 Site-MNIST                         | Val  Loss: 1.6879 | Val  Acc: 0.6579
 Site-MNIST                         | Val  Loss: 1.6726 | Val  Acc: 0.6772
 Site-USPS                          | Val  Loss: 1.6307 | Val  Acc: 0.7019
 Site-USPS                          | Val  Loss: 1.6370 | Val  Acc: 0.6154
 Site-USPS                          | Val  Loss: 1.5888 | Val  Acc: 0.6410
 Site-SynthDigits                   | Val  Loss: 2.1348 | Val  Acc: 0.3485
 Site-SynthDigits                   | Val  Loss: 2.0596 | Val  Acc: 0.3485
 Site-MNIST_M                       | Val  Loss: 2.1313 | Val  Acc: 0.3636
 Site-MNIST_M                       | Val  Loss: 2.1371 | Val  Acc: 0.3864
 Site-SVHN                          | Val  Loss: 2.2238 | Val  Acc: 0.2397
Average Valid Accuracy: 0.5357
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.6429
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.6667
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.6746
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.6579
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.6772
 Best site-USPS                      | Epoch:3 | Val Acc: 0.7019
 Best site-USPS                      | Epoch:3 | Val Acc: 0.6154
 Best site-USPS                      | Epoch:3 | Val Acc: 0.6410
 Best site-SynthDigits               | Epoch:3 | Val Acc: 0.3485
 Best site-SynthDigits               | Epoch:3 | Val Acc: 0.3485
 Best site-MNIST_M                   | Epoch:3 | Val Acc: 0.3636
 Best site-MNIST_M                   | Epoch:3 | Val Acc: 0.3864
 Best site-SVHN                      | Epoch:3 | Val Acc: 0.2397
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.5_0/afl...
============ Train epoch 4 ============
 Site-MNIST                         | Train Loss: 1.5242 | Train Acc: 0.7244
 Site-MNIST                         | Train Loss: 1.5380 | Train Acc: 0.7130
 Site-MNIST                         | Train Loss: 1.5869 | Train Acc: 0.6765
 Site-MNIST                         | Train Loss: 1.5398 | Train Acc: 0.7004
 Site-MNIST                         | Train Loss: 1.5387 | Train Acc: 0.7040
 Site-USPS                          | Train Loss: 1.4928 | Train Acc: 0.6691
 Site-USPS                          | Train Loss: 1.4728 | Train Acc: 0.7061
 Site-USPS                          | Train Loss: 1.4591 | Train Acc: 0.7178
 Site-SynthDigits                   | Train Loss: 2.0073 | Train Acc: 0.3788
 Site-SynthDigits                   | Train Loss: 1.9680 | Train Acc: 0.4381
 Site-MNIST_M                       | Train Loss: 2.1207 | Train Acc: 0.3835
 Site-MNIST_M                       | Train Loss: 2.1580 | Train Acc: 0.2955
 Site-SVHN                          | Train Loss: 2.1818 | Train Acc: 0.2777
Average Train Accuracy: 0.5681
 Site-MNIST                         | Val  Loss: 1.5769 | Val  Acc: 0.6964
 Site-MNIST                         | Val  Loss: 1.5957 | Val  Acc: 0.6905
 Site-MNIST                         | Val  Loss: 1.5352 | Val  Acc: 0.6746
 Site-MNIST                         | Val  Loss: 1.5765 | Val  Acc: 0.6579
 Site-MNIST                         | Val  Loss: 1.5579 | Val  Acc: 0.6947
 Site-USPS                          | Val  Loss: 1.5172 | Val  Acc: 0.7115
 Site-USPS                          | Val  Loss: 1.5193 | Val  Acc: 0.6603
 Site-USPS                          | Val  Loss: 1.4755 | Val  Acc: 0.6838
 Site-SynthDigits                   | Val  Loss: 2.0876 | Val  Acc: 0.3636
 Site-SynthDigits                   | Val  Loss: 1.9960 | Val  Acc: 0.3687
 Site-MNIST_M                       | Val  Loss: 2.0832 | Val  Acc: 0.3977
 Site-MNIST_M                       | Val  Loss: 2.0911 | Val  Acc: 0.3788
 Site-SVHN                          | Val  Loss: 2.2019 | Val  Acc: 0.2466
Average Valid Accuracy: 0.5558
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.6964
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.6905
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.6746
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.6579
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.6947
 Best site-USPS                      | Epoch:4 | Val Acc: 0.7115
 Best site-USPS                      | Epoch:4 | Val Acc: 0.6603
 Best site-USPS                      | Epoch:4 | Val Acc: 0.6838
 Best site-SynthDigits               | Epoch:4 | Val Acc: 0.3636
 Best site-SynthDigits               | Epoch:4 | Val Acc: 0.3687
 Best site-MNIST_M                   | Epoch:4 | Val Acc: 0.3977
 Best site-MNIST_M                   | Epoch:4 | Val Acc: 0.3788
 Best site-SVHN                      | Epoch:4 | Val Acc: 0.2466
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.5_0/afl...
============ Train epoch 5 ============
