===2023-04-21 19:48:01===
===Setting===
    dataset: digit
    lr: 0.01
    batch: 16
    iters: 50
    wk_iters: 1
    si: False
    lambda for constrastive: 0.5
data_number=[35,71,106,142,33,66,100,44,55,33,]
label set of clients: [10, 10, 10, 10, 8, 10, 10, 10, 10, 10, ]
domain number = 5
============ Train epoch 0 ============
 Site-MNIST     | Train Loss: 2.3003 | Train Acc: 0.0286
 Site-MNIST     | Train Loss: 2.2922 | Train Acc: 0.0986
 Site-MNIST     | Train Loss: 2.2889 | Train Acc: 0.1604
 Site-MNIST     | Train Loss: 2.2909 | Train Acc: 0.1268
 Site-SVHN      | Train Loss: 2.2655 | Train Acc: 0.1212
 Site-SVHN      | Train Loss: 2.2991 | Train Acc: 0.1061
 Site-SVHN      | Train Loss: 2.3043 | Train Acc: 0.1600
 Site-USPS      | Train Loss: 2.3183 | Train Acc: 0.1136
 Site-SynthDigits| Train Loss: 2.3131 | Train Acc: 0.0909
 Site-MNIST-M   | Train Loss: 2.3234 | Train Acc: 0.0606
 Site-MNIST     | Val  Loss: 2.2846 | Val  Acc: 0.2174
 Site-MNIST     | Val  Loss: 2.2981 | Val  Acc: 0.1277
 Site-MNIST     | Val  Loss: 2.3060 | Val  Acc: 0.1549
 Site-MNIST     | Val  Loss: 2.2910 | Val  Acc: 0.1596
 Site-SVHN      | Val  Loss: 2.2928 | Val  Acc: 0.2273
 Site-SVHN      | Val  Loss: 2.2865 | Val  Acc: 0.1818
 Site-SVHN      | Val  Loss: 2.2949 | Val  Acc: 0.1212
 Site-USPS      | Val  Loss: 2.3169 | Val  Acc: 0.1034
 Site-SynthDigits| Val  Loss: 2.3134 | Val  Acc: 0.0541
 Site-MNIST-M   | Val  Loss: 2.3269 | Val  Acc: 0.0455
Average Valid Accuracy: 0.1393
 Best site-MNIST      | Epoch:0 | Val Acc: 0.2174
 Best site-MNIST      | Epoch:0 | Val Acc: 0.1277
 Best site-MNIST      | Epoch:0 | Val Acc: 0.1549
 Best site-MNIST      | Epoch:0 | Val Acc: 0.1596
 Best site-SVHN       | Epoch:0 | Val Acc: 0.2273
 Best site-SVHN       | Epoch:0 | Val Acc: 0.1818
 Best site-SVHN       | Epoch:0 | Val Acc: 0.1212
 Best site-USPS       | Epoch:0 | Val Acc: 0.1034
 Best site-SynthDigits | Epoch:0 | Val Acc: 0.0541
 Best site-MNIST-M    | Epoch:0 | Val Acc: 0.0455
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven-1_1/fedavg...
============ Train epoch 1 ============
 Site-MNIST     | Train Loss: 2.3057 | Train Acc: 0.0286
 Site-MNIST     | Train Loss: 2.2749 | Train Acc: 0.1831
 Site-MNIST     | Train Loss: 2.2714 | Train Acc: 0.2170
 Site-MNIST     | Train Loss: 2.2718 | Train Acc: 0.2042
 Site-SVHN      | Train Loss: 2.3069 | Train Acc: 0.2121
 Site-SVHN      | Train Loss: 2.2813 | Train Acc: 0.1364
 Site-SVHN      | Train Loss: 2.2943 | Train Acc: 0.1900
 Site-USPS      | Train Loss: 2.2991 | Train Acc: 0.2045
 Site-SynthDigits| Train Loss: 2.3065 | Train Acc: 0.0727
 Site-MNIST-M   | Train Loss: 2.2589 | Train Acc: 0.0606
 Site-MNIST     | Val  Loss: 2.2585 | Val  Acc: 0.3043
 Site-MNIST     | Val  Loss: 2.2805 | Val  Acc: 0.2340
 Site-MNIST     | Val  Loss: 2.2937 | Val  Acc: 0.2394
 Site-MNIST     | Val  Loss: 2.2723 | Val  Acc: 0.2021
 Site-SVHN      | Val  Loss: 2.2852 | Val  Acc: 0.3182
 Site-SVHN      | Val  Loss: 2.2800 | Val  Acc: 0.2273
 Site-SVHN      | Val  Loss: 2.2910 | Val  Acc: 0.1515
 Site-USPS      | Val  Loss: 2.3007 | Val  Acc: 0.1724
 Site-SynthDigits| Val  Loss: 2.3099 | Val  Acc: 0.0811
 Site-MNIST-M   | Val  Loss: 2.3221 | Val  Acc: 0.0455
Average Valid Accuracy: 0.1976
 Best site-MNIST      | Epoch:1 | Val Acc: 0.3043
 Best site-MNIST      | Epoch:1 | Val Acc: 0.2340
 Best site-MNIST      | Epoch:1 | Val Acc: 0.2394
 Best site-MNIST      | Epoch:1 | Val Acc: 0.2021
 Best site-SVHN       | Epoch:1 | Val Acc: 0.3182
 Best site-SVHN       | Epoch:1 | Val Acc: 0.2273
 Best site-SVHN       | Epoch:1 | Val Acc: 0.1515
 Best site-USPS       | Epoch:1 | Val Acc: 0.1724
 Best site-SynthDigits | Epoch:1 | Val Acc: 0.0811
 Best site-MNIST-M    | Epoch:1 | Val Acc: 0.0455
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven-1_1/fedavg...
============ Train epoch 2 ============
 Site-MNIST     | Train Loss: 2.2961 | Train Acc: 0.0571
 Site-MNIST     | Train Loss: 2.2577 | Train Acc: 0.2394
 Site-MNIST     | Train Loss: 2.2524 | Train Acc: 0.3208
 Site-MNIST     | Train Loss: 2.2541 | Train Acc: 0.2958
 Site-SVHN      | Train Loss: 2.2703 | Train Acc: 0.2121
 Site-SVHN      | Train Loss: 2.3010 | Train Acc: 0.1364
 Site-SVHN      | Train Loss: 2.2981 | Train Acc: 0.1900
 Site-USPS      | Train Loss: 2.2819 | Train Acc: 0.3409
 Site-SynthDigits| Train Loss: 2.3149 | Train Acc: 0.0909
 Site-MNIST-M   | Train Loss: 2.2833 | Train Acc: 0.0909
 Site-MNIST     | Val  Loss: 2.2337 | Val  Acc: 0.4348
 Site-MNIST     | Val  Loss: 2.2636 | Val  Acc: 0.2979
 Site-MNIST     | Val  Loss: 2.2820 | Val  Acc: 0.3099
 Site-MNIST     | Val  Loss: 2.2541 | Val  Acc: 0.3298
 Site-SVHN      | Val  Loss: 2.2780 | Val  Acc: 0.3182
 Site-SVHN      | Val  Loss: 2.2742 | Val  Acc: 0.2273
 Site-SVHN      | Val  Loss: 2.2872 | Val  Acc: 0.1515
 Site-USPS      | Val  Loss: 2.2843 | Val  Acc: 0.1034
 Site-SynthDigits| Val  Loss: 2.3063 | Val  Acc: 0.0811
 Site-MNIST-M   | Val  Loss: 2.3173 | Val  Acc: 0.0455
Average Valid Accuracy: 0.2299
 Best site-MNIST      | Epoch:2 | Val Acc: 0.4348
 Best site-MNIST      | Epoch:2 | Val Acc: 0.2979
 Best site-MNIST      | Epoch:2 | Val Acc: 0.3099
 Best site-MNIST      | Epoch:2 | Val Acc: 0.3298
 Best site-SVHN       | Epoch:2 | Val Acc: 0.3182
 Best site-SVHN       | Epoch:2 | Val Acc: 0.2273
 Best site-SVHN       | Epoch:2 | Val Acc: 0.1515
 Best site-USPS       | Epoch:2 | Val Acc: 0.1034
 Best site-SynthDigits | Epoch:2 | Val Acc: 0.0811
 Best site-MNIST-M    | Epoch:2 | Val Acc: 0.0455
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven-1_1/fedavg...
============ Train epoch 3 ============
 Site-MNIST     | Train Loss: 2.2788 | Train Acc: 0.1429
 Site-MNIST     | Train Loss: 2.2367 | Train Acc: 0.3099
 Site-MNIST     | Train Loss: 2.2381 | Train Acc: 0.3491
 Site-MNIST     | Train Loss: 2.2360 | Train Acc: 0.3732
 Site-SVHN      | Train Loss: 2.3176 | Train Acc: 0.2121
 Site-SVHN      | Train Loss: 2.2731 | Train Acc: 0.1818
 Site-SVHN      | Train Loss: 2.2820 | Train Acc: 0.1900
 Site-USPS      | Train Loss: 2.2642 | Train Acc: 0.3182
 Site-SynthDigits| Train Loss: 2.3053 | Train Acc: 0.1455
 Site-MNIST-M   | Train Loss: 2.2576 | Train Acc: 0.0606
 Site-MNIST     | Val  Loss: 2.2083 | Val  Acc: 0.5217
 Site-MNIST     | Val  Loss: 2.2463 | Val  Acc: 0.3617
 Site-MNIST     | Val  Loss: 2.2700 | Val  Acc: 0.3239
 Site-MNIST     | Val  Loss: 2.2371 | Val  Acc: 0.3404
 Site-SVHN      | Val  Loss: 2.2708 | Val  Acc: 0.3182
 Site-SVHN      | Val  Loss: 2.2679 | Val  Acc: 0.2273
 Site-SVHN      | Val  Loss: 2.2828 | Val  Acc: 0.1667
 Site-USPS      | Val  Loss: 2.2702 | Val  Acc: 0.2414
 Site-SynthDigits| Val  Loss: 2.3032 | Val  Acc: 0.1081
 Site-MNIST-M   | Val  Loss: 2.3130 | Val  Acc: 0.0455
Average Valid Accuracy: 0.2655
 Best site-MNIST      | Epoch:3 | Val Acc: 0.5217
 Best site-MNIST      | Epoch:3 | Val Acc: 0.3617
 Best site-MNIST      | Epoch:3 | Val Acc: 0.3239
 Best site-MNIST      | Epoch:3 | Val Acc: 0.3404
 Best site-SVHN       | Epoch:3 | Val Acc: 0.3182
 Best site-SVHN       | Epoch:3 | Val Acc: 0.2273
 Best site-SVHN       | Epoch:3 | Val Acc: 0.1667
 Best site-USPS       | Epoch:3 | Val Acc: 0.2414
 Best site-SynthDigits | Epoch:3 | Val Acc: 0.1081
 Best site-MNIST-M    | Epoch:3 | Val Acc: 0.0455
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven-1_1/fedavg...
============ Train epoch 4 ============
 Site-MNIST     | Train Loss: 2.2806 | Train Acc: 0.1714
 Site-MNIST     | Train Loss: 2.2297 | Train Acc: 0.3944
 Site-MNIST     | Train Loss: 2.2247 | Train Acc: 0.4057
 Site-MNIST     | Train Loss: 2.2185 | Train Acc: 0.4155
 Site-SVHN      | Train Loss: 2.2961 | Train Acc: 0.2121
 Site-SVHN      | Train Loss: 2.2958 | Train Acc: 0.1818
 Site-SVHN      | Train Loss: 2.2885 | Train Acc: 0.1900
 Site-USPS      | Train Loss: 2.2541 | Train Acc: 0.3182
 Site-SynthDigits| Train Loss: 2.3033 | Train Acc: 0.1455
 Site-MNIST-M   | Train Loss: 2.2947 | Train Acc: 0.0606
 Site-MNIST     | Val  Loss: 2.1848 | Val  Acc: 0.5217
 Site-MNIST     | Val  Loss: 2.2299 | Val  Acc: 0.4043
 Site-MNIST     | Val  Loss: 2.2583 | Val  Acc: 0.3803
 Site-MNIST     | Val  Loss: 2.2206 | Val  Acc: 0.4043
 Site-SVHN      | Val  Loss: 2.2657 | Val  Acc: 0.3182
 Site-SVHN      | Val  Loss: 2.2632 | Val  Acc: 0.2273
 Site-SVHN      | Val  Loss: 2.2795 | Val  Acc: 0.1667
 Site-USPS      | Val  Loss: 2.2562 | Val  Acc: 0.2759
 Site-SynthDigits| Val  Loss: 2.3006 | Val  Acc: 0.1081
 Site-MNIST-M   | Val  Loss: 2.3097 | Val  Acc: 0.0455
Average Valid Accuracy: 0.2852
 Best site-MNIST      | Epoch:4 | Val Acc: 0.5217
 Best site-MNIST      | Epoch:4 | Val Acc: 0.4043
 Best site-MNIST      | Epoch:4 | Val Acc: 0.3803
 Best site-MNIST      | Epoch:4 | Val Acc: 0.4043
 Best site-SVHN       | Epoch:4 | Val Acc: 0.3182
 Best site-SVHN       | Epoch:4 | Val Acc: 0.2273
 Best site-SVHN       | Epoch:4 | Val Acc: 0.1667
 Best site-USPS       | Epoch:4 | Val Acc: 0.2759
 Best site-SynthDigits | Epoch:4 | Val Acc: 0.1081
 Best site-MNIST-M    | Epoch:4 | Val Acc: 0.0455
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven-1_1/fedavg...
============ Train epoch 5 ============
 Site-MNIST     | Train Loss: 2.2566 | Train Acc: 0.1714
 Site-MNIST     | Train Loss: 2.2124 | Train Acc: 0.4085
 Site-MNIST     | Train Loss: 2.2106 | Train Acc: 0.4057
 Site-MNIST     | Train Loss: 2.2014 | Train Acc: 0.4225
 Site-SVHN      | Train Loss: 2.3332 | Train Acc: 0.2121
 Site-SVHN      | Train Loss: 2.2898 | Train Acc: 0.1970
 Site-SVHN      | Train Loss: 2.2772 | Train Acc: 0.2100
 Site-USPS      | Train Loss: 2.2399 | Train Acc: 0.3636
 Site-SynthDigits| Train Loss: 2.2953 | Train Acc: 0.0909
 Site-MNIST-M   | Train Loss: 2.2944 | Train Acc: 0.0606
 Site-MNIST     | Val  Loss: 2.1613 | Val  Acc: 0.5217
 Site-MNIST     | Val  Loss: 2.2135 | Val  Acc: 0.4255
 Site-MNIST     | Val  Loss: 2.2468 | Val  Acc: 0.3521
 Site-MNIST     | Val  Loss: 2.2044 | Val  Acc: 0.4149
 Site-SVHN      | Val  Loss: 2.2579 | Val  Acc: 0.3636
 Site-SVHN      | Val  Loss: 2.2557 | Val  Acc: 0.2727
 Site-SVHN      | Val  Loss: 2.2749 | Val  Acc: 0.1818
 Site-USPS      | Val  Loss: 2.2428 | Val  Acc: 0.2759
 Site-SynthDigits| Val  Loss: 2.2977 | Val  Acc: 0.1081
 Site-MNIST-M   | Val  Loss: 2.3059 | Val  Acc: 0.0455
Average Valid Accuracy: 0.2962
 Best site-MNIST      | Epoch:5 | Val Acc: 0.5217
 Best site-MNIST      | Epoch:5 | Val Acc: 0.4255
 Best site-MNIST      | Epoch:5 | Val Acc: 0.3521
 Best site-MNIST      | Epoch:5 | Val Acc: 0.4149
 Best site-SVHN       | Epoch:5 | Val Acc: 0.3636
 Best site-SVHN       | Epoch:5 | Val Acc: 0.2727
 Best site-SVHN       | Epoch:5 | Val Acc: 0.1818
 Best site-USPS       | Epoch:5 | Val Acc: 0.2759
 Best site-SynthDigits | Epoch:5 | Val Acc: 0.1081
 Best site-MNIST-M    | Epoch:5 | Val Acc: 0.0455
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven-1_1/fedavg...
============ Train epoch 6 ============
 Site-MNIST     | Train Loss: 2.2609 | Train Acc: 0.2000
