===2023-07-27 15:02:53===
===Setting===
    dataset: digit
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 5
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[225,338,507,761,1142,417,626,939,528,792,352,528,587,
client_nums=[5,3,2,2,1,]
len_dataset=[3719,2479,1652,1101,734,]
domain number = 5
============ Train epoch 0 ============
denominator: 38727.1953125
 Site-MNIST                         | Train Loss: 2.1843 | Train Acc: 0.3867
 Site-MNIST                         | Train Loss: 2.1960 | Train Acc: 0.3669
 Site-MNIST                         | Train Loss: 2.2057 | Train Acc: 0.3037
 Site-MNIST                         | Train Loss: 2.1953 | Train Acc: 0.3403
 Site-MNIST                         | Train Loss: 2.1944 | Train Acc: 0.3590
 Site-USPS                          | Train Loss: 2.1729 | Train Acc: 0.3525
 Site-USPS                          | Train Loss: 2.1721 | Train Acc: 0.3610
 Site-USPS                          | Train Loss: 2.1654 | Train Acc: 0.4004
 Site-SynthDigits                   | Train Loss: 2.2804 | Train Acc: 0.1515
 Site-SynthDigits                   | Train Loss: 2.2656 | Train Acc: 0.2008
 Site-MNIST_M                       | Train Loss: 2.2824 | Train Acc: 0.1676
 Site-MNIST_M                       | Train Loss: 2.2911 | Train Acc: 0.1439
 Site-SVHN                          | Train Loss: 2.2700 | Train Acc: 0.2164
Average Train Accuracy: 0.2885
 Site-MNIST                         | Val  Loss: 2.2122 | Val  Acc: 0.2679
 Site-MNIST                         | Val  Loss: 2.2084 | Val  Acc: 0.2857
 Site-MNIST                         | Val  Loss: 2.1978 | Val  Acc: 0.3254
 Site-MNIST                         | Val  Loss: 2.2097 | Val  Acc: 0.2842
 Site-MNIST                         | Val  Loss: 2.2069 | Val  Acc: 0.3439
 Site-USPS                          | Val  Loss: 2.1852 | Val  Acc: 0.2788
 Site-USPS                          | Val  Loss: 2.1890 | Val  Acc: 0.3013
 Site-USPS                          | Val  Loss: 2.1661 | Val  Acc: 0.3632
 Site-SynthDigits                   | Val  Loss: 2.2750 | Val  Acc: 0.1667
 Site-SynthDigits                   | Val  Loss: 2.2779 | Val  Acc: 0.1364
 Site-MNIST_M                       | Val  Loss: 2.2714 | Val  Acc: 0.2273
 Site-MNIST_M                       | Val  Loss: 2.2583 | Val  Acc: 0.1818
 Site-SVHN                          | Val  Loss: 2.2776 | Val  Acc: 0.1849
Average Valid Accuracy: 0.2575
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.2679
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.2857
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.3254
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.2842
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.3439
 Best site-USPS                      | Epoch:0 | Val Acc: 0.2788
 Best site-USPS                      | Epoch:0 | Val Acc: 0.3013
 Best site-USPS                      | Epoch:0 | Val Acc: 0.3632
 Best site-SynthDigits               | Epoch:0 | Val Acc: 0.1667
 Best site-SynthDigits               | Epoch:0 | Val Acc: 0.1364
 Best site-MNIST_M                   | Epoch:0 | Val Acc: 0.2273
 Best site-MNIST_M                   | Epoch:0 | Val Acc: 0.1818
 Best site-SVHN                      | Epoch:0 | Val Acc: 0.1849
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.5_2/q-ffl...
============ Train epoch 1 ============
denominator: 37816.55078125
 Site-MNIST                         | Train Loss: 2.0491 | Train Acc: 0.5467
 Site-MNIST                         | Train Loss: 2.0629 | Train Acc: 0.5266
 Site-MNIST                         | Train Loss: 2.0843 | Train Acc: 0.4832
 Site-MNIST                         | Train Loss: 2.0645 | Train Acc: 0.5204
 Site-MNIST                         | Train Loss: 2.0640 | Train Acc: 0.5350
 Site-USPS                          | Train Loss: 2.0230 | Train Acc: 0.4868
 Site-USPS                          | Train Loss: 2.0212 | Train Acc: 0.5527
 Site-USPS                          | Train Loss: 2.0103 | Train Acc: 0.5495
 Site-SynthDigits                   | Train Loss: 2.2463 | Train Acc: 0.2443
 Site-SynthDigits                   | Train Loss: 2.2191 | Train Acc: 0.2955
 Site-MNIST_M                       | Train Loss: 2.2614 | Train Acc: 0.2074
 Site-MNIST_M                       | Train Loss: 2.2661 | Train Acc: 0.1932
 Site-SVHN                          | Train Loss: 2.2532 | Train Acc: 0.2385
Average Train Accuracy: 0.4138
 Site-MNIST                         | Val  Loss: 2.0832 | Val  Acc: 0.5000
 Site-MNIST                         | Val  Loss: 2.0865 | Val  Acc: 0.5238
 Site-MNIST                         | Val  Loss: 2.0656 | Val  Acc: 0.5317
 Site-MNIST                         | Val  Loss: 2.0852 | Val  Acc: 0.4842
 Site-MNIST                         | Val  Loss: 2.0813 | Val  Acc: 0.4912
 Site-USPS                          | Val  Loss: 2.0369 | Val  Acc: 0.5481
 Site-USPS                          | Val  Loss: 2.0444 | Val  Acc: 0.4808
 Site-USPS                          | Val  Loss: 2.0154 | Val  Acc: 0.4915
 Site-SynthDigits                   | Val  Loss: 2.2476 | Val  Acc: 0.2424
 Site-SynthDigits                   | Val  Loss: 2.2401 | Val  Acc: 0.2273
 Site-MNIST_M                       | Val  Loss: 2.2446 | Val  Acc: 0.2386
 Site-MNIST_M                       | Val  Loss: 2.2344 | Val  Acc: 0.2348
 Site-SVHN                          | Val  Loss: 2.2645 | Val  Acc: 0.2192
Average Valid Accuracy: 0.4011
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.5000
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.5238
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.5317
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.4842
 Best site-MNIST                     | Epoch:1 | Val Acc: 0.4912
 Best site-USPS                      | Epoch:1 | Val Acc: 0.5481
 Best site-USPS                      | Epoch:1 | Val Acc: 0.4808
 Best site-USPS                      | Epoch:1 | Val Acc: 0.4915
 Best site-SynthDigits               | Epoch:1 | Val Acc: 0.2424
 Best site-SynthDigits               | Epoch:1 | Val Acc: 0.2273
 Best site-MNIST_M                   | Epoch:1 | Val Acc: 0.2386
 Best site-MNIST_M                   | Epoch:1 | Val Acc: 0.2348
 Best site-SVHN                      | Epoch:1 | Val Acc: 0.2192
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.5_2/q-ffl...
============ Train epoch 2 ============
denominator: 36286.234375
 Site-MNIST                         | Train Loss: 1.9156 | Train Acc: 0.5956
 Site-MNIST                         | Train Loss: 1.9379 | Train Acc: 0.6036
 Site-MNIST                         | Train Loss: 1.9652 | Train Acc: 0.5641
 Site-MNIST                         | Train Loss: 1.9386 | Train Acc: 0.5637
 Site-MNIST                         | Train Loss: 1.9355 | Train Acc: 0.5858
 Site-USPS                          | Train Loss: 1.8868 | Train Acc: 0.5540
 Site-USPS                          | Train Loss: 1.8767 | Train Acc: 0.6182
 Site-USPS                          | Train Loss: 1.8615 | Train Acc: 0.6390
 Site-SynthDigits                   | Train Loss: 2.2075 | Train Acc: 0.2841
 Site-SynthDigits                   | Train Loss: 2.1773 | Train Acc: 0.3447
 Site-MNIST_M                       | Train Loss: 2.2380 | Train Acc: 0.2528
 Site-MNIST_M                       | Train Loss: 2.2530 | Train Acc: 0.2027
 Site-SVHN                          | Train Loss: 2.2431 | Train Acc: 0.2606
Average Train Accuracy: 0.4668
 Site-MNIST                         | Val  Loss: 1.9553 | Val  Acc: 0.5893
 Site-MNIST                         | Val  Loss: 1.9686 | Val  Acc: 0.6071
 Site-MNIST                         | Val  Loss: 1.9366 | Val  Acc: 0.6111
 Site-MNIST                         | Val  Loss: 1.9636 | Val  Acc: 0.5526
 Site-MNIST                         | Val  Loss: 1.9580 | Val  Acc: 0.5719
 Site-USPS                          | Val  Loss: 1.8983 | Val  Acc: 0.6154
 Site-USPS                          | Val  Loss: 1.9063 | Val  Acc: 0.5769
 Site-USPS                          | Val  Loss: 1.8717 | Val  Acc: 0.5812
 Site-SynthDigits                   | Val  Loss: 2.2200 | Val  Acc: 0.2879
 Site-SynthDigits                   | Val  Loss: 2.2022 | Val  Acc: 0.2727
 Site-MNIST_M                       | Val  Loss: 2.2198 | Val  Acc: 0.2955
 Site-MNIST_M                       | Val  Loss: 2.2075 | Val  Acc: 0.2955
 Site-SVHN                          | Val  Loss: 2.2508 | Val  Acc: 0.2192
Average Valid Accuracy: 0.4674
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.5893
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.6071
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.6111
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.5526
 Best site-MNIST                     | Epoch:2 | Val Acc: 0.5719
 Best site-USPS                      | Epoch:2 | Val Acc: 0.6154
 Best site-USPS                      | Epoch:2 | Val Acc: 0.5769
 Best site-USPS                      | Epoch:2 | Val Acc: 0.5812
 Best site-SynthDigits               | Epoch:2 | Val Acc: 0.2879
 Best site-SynthDigits               | Epoch:2 | Val Acc: 0.2727
 Best site-MNIST_M                   | Epoch:2 | Val Acc: 0.2955
 Best site-MNIST_M                   | Epoch:2 | Val Acc: 0.2955
 Best site-SVHN                      | Epoch:2 | Val Acc: 0.2192
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.5_2/q-ffl...
============ Train epoch 3 ============
denominator: 34890.0390625
 Site-MNIST                         | Train Loss: 1.7857 | Train Acc: 0.6489
 Site-MNIST                         | Train Loss: 1.8224 | Train Acc: 0.6361
 Site-MNIST                         | Train Loss: 1.8475 | Train Acc: 0.5937
 Site-MNIST                         | Train Loss: 1.8133 | Train Acc: 0.6150
 Site-MNIST                         | Train Loss: 1.8112 | Train Acc: 0.6384
 Site-USPS                          | Train Loss: 1.7466 | Train Acc: 0.6163
 Site-USPS                          | Train Loss: 1.7327 | Train Acc: 0.6534
 Site-USPS                          | Train Loss: 1.7199 | Train Acc: 0.6901
 Site-SynthDigits                   | Train Loss: 2.1544 | Train Acc: 0.3182
 Site-SynthDigits                   | Train Loss: 2.1309 | Train Acc: 0.3699
 Site-MNIST_M                       | Train Loss: 2.2158 | Train Acc: 0.2642
 Site-MNIST_M                       | Train Loss: 2.2312 | Train Acc: 0.2140
 Site-SVHN                          | Train Loss: 2.2319 | Train Acc: 0.2709
Average Train Accuracy: 0.5022
 Site-MNIST                         | Val  Loss: 1.8333 | Val  Acc: 0.6250
 Site-MNIST                         | Val  Loss: 1.8519 | Val  Acc: 0.6429
 Site-MNIST                         | Val  Loss: 1.8140 | Val  Acc: 0.6508
 Site-MNIST                         | Val  Loss: 1.8455 | Val  Acc: 0.5842
 Site-MNIST                         | Val  Loss: 1.8361 | Val  Acc: 0.6140
 Site-USPS                          | Val  Loss: 1.7619 | Val  Acc: 0.6731
 Site-USPS                          | Val  Loss: 1.7706 | Val  Acc: 0.6218
 Site-USPS                          | Val  Loss: 1.7301 | Val  Acc: 0.6239
 Site-SynthDigits                   | Val  Loss: 2.1867 | Val  Acc: 0.3182
 Site-SynthDigits                   | Val  Loss: 2.1630 | Val  Acc: 0.3030
 Site-MNIST_M                       | Val  Loss: 2.1954 | Val  Acc: 0.3182
 Site-MNIST_M                       | Val  Loss: 2.1808 | Val  Acc: 0.3182
 Site-SVHN                          | Val  Loss: 2.2399 | Val  Acc: 0.2329
Average Valid Accuracy: 0.5020
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.6250
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.6429
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.6508
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.5842
 Best site-MNIST                     | Epoch:3 | Val Acc: 0.6140
 Best site-USPS                      | Epoch:3 | Val Acc: 0.6731
 Best site-USPS                      | Epoch:3 | Val Acc: 0.6218
 Best site-USPS                      | Epoch:3 | Val Acc: 0.6239
 Best site-SynthDigits               | Epoch:3 | Val Acc: 0.3182
 Best site-SynthDigits               | Epoch:3 | Val Acc: 0.3030
 Best site-MNIST_M                   | Epoch:3 | Val Acc: 0.3182
 Best site-MNIST_M                   | Epoch:3 | Val Acc: 0.3182
 Best site-SVHN                      | Epoch:3 | Val Acc: 0.2329
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.5_2/q-ffl...
============ Train epoch 4 ============
denominator: 33740.94140625
 Site-MNIST                         | Train Loss: 1.6625 | Train Acc: 0.7422
 Site-MNIST                         | Train Loss: 1.7027 | Train Acc: 0.7101
 Site-MNIST                         | Train Loss: 1.7353 | Train Acc: 0.6607
 Site-MNIST                         | Train Loss: 1.6949 | Train Acc: 0.6662
 Site-MNIST                         | Train Loss: 1.6925 | Train Acc: 0.6900
 Site-USPS                          | Train Loss: 1.6091 | Train Acc: 0.6619
 Site-USPS                          | Train Loss: 1.5945 | Train Acc: 0.6885
 Site-USPS                          | Train Loss: 1.5747 | Train Acc: 0.7380
 Site-SynthDigits                   | Train Loss: 2.1120 | Train Acc: 0.3239
 Site-SynthDigits                   | Train Loss: 2.0765 | Train Acc: 0.3990
 Site-MNIST_M                       | Train Loss: 2.1875 | Train Acc: 0.2812
 Site-MNIST_M                       | Train Loss: 2.2072 | Train Acc: 0.2443
 Site-SVHN                          | Train Loss: 2.2262 | Train Acc: 0.2675
Average Train Accuracy: 0.5441
 Site-MNIST                         | Val  Loss: 1.7169 | Val  Acc: 0.7143
 Site-MNIST                         | Val  Loss: 1.7386 | Val  Acc: 0.7024
 Site-MNIST                         | Val  Loss: 1.6960 | Val  Acc: 0.6984
 Site-MNIST                         | Val  Loss: 1.7310 | Val  Acc: 0.6474
 Site-MNIST                         | Val  Loss: 1.7221 | Val  Acc: 0.6842
 Site-USPS                          | Val  Loss: 1.6311 | Val  Acc: 0.7115
 Site-USPS                          | Val  Loss: 1.6339 | Val  Acc: 0.6603
 Site-USPS                          | Val  Loss: 1.5911 | Val  Acc: 0.6453
 Site-SynthDigits                   | Val  Loss: 2.1519 | Val  Acc: 0.3409
 Site-SynthDigits                   | Val  Loss: 2.1242 | Val  Acc: 0.2929
 Site-MNIST_M                       | Val  Loss: 2.1752 | Val  Acc: 0.3409
 Site-MNIST_M                       | Val  Loss: 2.1562 | Val  Acc: 0.3333
 Site-SVHN                          | Val  Loss: 2.2344 | Val  Acc: 0.2055
Average Valid Accuracy: 0.5367
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.7143
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.7024
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.6984
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.6474
 Best site-MNIST                     | Epoch:4 | Val Acc: 0.6842
 Best site-USPS                      | Epoch:4 | Val Acc: 0.7115
 Best site-USPS                      | Epoch:4 | Val Acc: 0.6603
 Best site-USPS                      | Epoch:4 | Val Acc: 0.6453
 Best site-SynthDigits               | Epoch:4 | Val Acc: 0.3409
 Best site-SynthDigits               | Epoch:4 | Val Acc: 0.2929
 Best site-MNIST_M                   | Epoch:4 | Val Acc: 0.3409
 Best site-MNIST_M                   | Epoch:4 | Val Acc: 0.3333
 Best site-SVHN                      | Epoch:4 | Val Acc: 0.2055
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.5_2/q-ffl...
============ Train epoch 5 ============
denominator: 32737.466796875
 Site-MNIST                         | Train Loss: 1.5500 | Train Acc: 0.7600
 Site-MNIST                         | Train Loss: 1.5903 | Train Acc: 0.7219
 Site-MNIST                         | Train Loss: 1.6269 | Train Acc: 0.6785
