===2023-07-29 04:14:02===
===Setting===
    dataset: domainnet
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 6
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[157,472,157,472,157,472,157,472,157,472,157,472,
client_nums=[2,2,2,2,2,2,]
len_dataset=[2103,2103,2103,2103,2103,2103,]
domain number = 6
============ Train epoch 0 ============
 Site-Clipart                       | Train Loss: 2.1543 | Train Acc: 0.5032
 Site-Clipart                       | Train Loss: 2.1696 | Train Acc: 0.4449
 Site-Real                          | Train Loss: 2.1512 | Train Acc: 0.6306
 Site-Real                          | Train Loss: 2.1323 | Train Acc: 0.6801
 Site-Painting                      | Train Loss: 2.1570 | Train Acc: 0.5605
 Site-Painting                      | Train Loss: 2.1538 | Train Acc: 0.5148
 Site-Sketch                        | Train Loss: 2.1756 | Train Acc: 0.4713
 Site-Sketch                        | Train Loss: 2.1768 | Train Acc: 0.4407
 Site-QuickDraw                     | Train Loss: 2.2473 | Train Acc: 0.1592
 Site-QuickDraw                     | Train Loss: 2.2631 | Train Acc: 0.1822
 Site-Infograph                     | Train Loss: 2.2649 | Train Acc: 0.2548
 Site-Infograph                     | Train Loss: 2.2398 | Train Acc: 0.2733
Average Train Accuracy: 0.4263
 Site-Clipart                       | Val  Loss: 2.1849 | Val  Acc: 0.4000
 Site-Clipart                       | Val  Loss: 2.1808 | Val  Acc: 0.4444
 Site-Real                          | Val  Loss: 2.1304 | Val  Acc: 0.6095
 Site-Real                          | Val  Loss: 2.1295 | Val  Acc: 0.6921
 Site-Painting                      | Val  Loss: 2.1218 | Val  Acc: 0.6190
 Site-Painting                      | Val  Loss: 2.1409 | Val  Acc: 0.5238
 Site-Sketch                        | Val  Loss: 2.1853 | Val  Acc: 0.4095
 Site-Sketch                        | Val  Loss: 2.1764 | Val  Acc: 0.4476
