===2023-07-30 02:31:54===
===Setting===
    dataset: domainnet
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 6
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[157,472,157,472,157,472,157,472,157,472,157,472,
client_nums=[2,2,2,2,2,2,]
len_dataset=[2103,2103,2103,2103,2103,2103,]
domain number = 6
============ Train epoch 0 ============
 Site-Clipart                       | Train Loss: 1.3222 | Train Acc: 0.7580
 Site-Clipart                       | Train Loss: 1.2850 | Train Acc: 0.8030
 Site-Real                          | Train Loss: 1.0751 | Train Acc: 0.8917
 Site-Real                          | Train Loss: 0.9785 | Train Acc: 0.9428
 Site-Painting                      | Train Loss: 1.2205 | Train Acc: 0.8408
 Site-Painting                      | Train Loss: 1.1845 | Train Acc: 0.8305
 Site-Sketch                        | Train Loss: 1.3499 | Train Acc: 0.7006
 Site-Sketch                        | Train Loss: 1.2147 | Train Acc: 0.7564
 Site-QuickDraw                     | Train Loss: 1.9453 | Train Acc: 0.4331
 Site-QuickDraw                     | Train Loss: 1.9571 | Train Acc: 0.4174
 Site-Infograph                     | Train Loss: 1.8624 | Train Acc: 0.4841
 Site-Infograph                     | Train Loss: 1.8308 | Train Acc: 0.5127
Average Train Accuracy: 0.6976
 Site-Clipart                       | Val  Loss: 1.3145 | Val  Acc: 0.7905
 Site-Clipart                       | Val  Loss: 1.3219 | Val  Acc: 0.7810
 Site-Real                          | Val  Loss: 1.0007 | Val  Acc: 0.9333
 Site-Real                          | Val  Loss: 1.0018 | Val  Acc: 0.9556
 Site-Painting                      | Val  Loss: 1.1009 | Val  Acc: 0.8857
 Site-Painting                      | Val  Loss: 1.2057 | Val  Acc: 0.8159
 Site-Sketch                        | Val  Loss: 1.2599 | Val  Acc: 0.7524
 Site-Sketch                        | Val  Loss: 1.2522 | Val  Acc: 0.7365
 Site-QuickDraw                     | Val  Loss: 1.9521 | Val  Acc: 0.4476
 Site-QuickDraw                     | Val  Loss: 1.9532 | Val  Acc: 0.4571
 Site-Infograph                     | Val  Loss: 1.8900 | Val  Acc: 0.4476
 Site-Infograph                     | Val  Loss: 1.8547 | Val  Acc: 0.4825
Average Valid Accuracy: 0.7071
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.7905
 Best site-Clipart                   | Epoch:0 | Val Acc: 0.7810
 Best site-Real                      | Epoch:0 | Val Acc: 0.9333
 Best site-Real                      | Epoch:0 | Val Acc: 0.9556
 Best site-Painting                  | Epoch:0 | Val Acc: 0.8857
 Best site-Painting                  | Epoch:0 | Val Acc: 0.8159
 Best site-Sketch                    | Epoch:0 | Val Acc: 0.7524
 Best site-Sketch                    | Epoch:0 | Val Acc: 0.7365
 Best site-QuickDraw                 | Epoch:0 | Val Acc: 0.4476
 Best site-QuickDraw                 | Epoch:0 | Val Acc: 0.4571
 Best site-Infograph                 | Epoch:0 | Val Acc: 0.4476
 Best site-Infograph                 | Epoch:0 | Val Acc: 0.4825
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_even_1.0_2/harmo-fl...
============ Train epoch 1 ============
 Site-Clipart                       | Train Loss: 0.9625 | Train Acc: 0.8089
 Site-Clipart                       | Train Loss: 0.8605 | Train Acc: 0.8432
 Site-Real                          | Train Loss: 0.5668 | Train Acc: 0.9299
 Site-Real                          | Train Loss: 0.4685 | Train Acc: 0.9661
 Site-Painting                      | Train Loss: 0.6962 | Train Acc: 0.8344
 Site-Painting                      | Train Loss: 0.7301 | Train Acc: 0.8686
 Site-Sketch                        | Train Loss: 0.8965 | Train Acc: 0.7389
 Site-Sketch                        | Train Loss: 0.7959 | Train Acc: 0.8178
 Site-QuickDraw                     | Train Loss: 1.7383 | Train Acc: 0.4395
 Site-QuickDraw                     | Train Loss: 1.7376 | Train Acc: 0.4979
 Site-Infograph                     | Train Loss: 1.7353 | Train Acc: 0.4841
 Site-Infograph                     | Train Loss: 1.6367 | Train Acc: 0.5318
Average Train Accuracy: 0.7301
 Site-Clipart                       | Val  Loss: 0.8675 | Val  Acc: 0.8476
 Site-Clipart                       | Val  Loss: 0.8955 | Val  Acc: 0.8381
 Site-Real                          | Val  Loss: 0.5023 | Val  Acc: 0.9619
 Site-Real                          | Val  Loss: 0.5000 | Val  Acc: 0.9556
 Site-Painting                      | Val  Loss: 0.6068 | Val  Acc: 0.9238
 Site-Painting                      | Val  Loss: 0.7350 | Val  Acc: 0.8540
 Site-Sketch                        | Val  Loss: 0.7825 | Val  Acc: 0.8286
 Site-Sketch                        | Val  Loss: 0.8144 | Val  Acc: 0.8127
 Site-QuickDraw                     | Val  Loss: 1.7294 | Val  Acc: 0.4571
 Site-QuickDraw                     | Val  Loss: 1.7220 | Val  Acc: 0.5270
 Site-Infograph                     | Val  Loss: 1.7337 | Val  Acc: 0.4667
 Site-Infograph                     | Val  Loss: 1.6509 | Val  Acc: 0.4889
Average Valid Accuracy: 0.7468
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.8476
 Best site-Clipart                   | Epoch:1 | Val Acc: 0.8381
 Best site-Real                      | Epoch:1 | Val Acc: 0.9619
 Best site-Real                      | Epoch:1 | Val Acc: 0.9556
 Best site-Painting                  | Epoch:1 | Val Acc: 0.9238
 Best site-Painting                  | Epoch:1 | Val Acc: 0.8540
 Best site-Sketch                    | Epoch:1 | Val Acc: 0.8286
 Best site-Sketch                    | Epoch:1 | Val Acc: 0.8127
 Best site-QuickDraw                 | Epoch:1 | Val Acc: 0.4571
 Best site-QuickDraw                 | Epoch:1 | Val Acc: 0.5270
 Best site-Infograph                 | Epoch:1 | Val Acc: 0.4667
 Best site-Infograph                 | Epoch:1 | Val Acc: 0.4889
 Saving the local and server checkpoint to ../checkpoint/fed_domainnet_even_1.0_2/harmo-fl...
============ Train epoch 2 ============
 Site-Clipart                       | Train Loss: 0.6826 | Train Acc: 0.8471
 Site-Clipart                       | Train Loss: 0.6671 | Train Acc: 0.8623
 Site-Real                          | Train Loss: 0.3895 | Train Acc: 0.9299
 Site-Real                          | Train Loss: 0.3029 | Train Acc: 0.9703
 Site-Painting                      | Train Loss: 0.5922 | Train Acc: 0.8408
 Site-Painting                      | Train Loss: 0.5729 | Train Acc: 0.8729
 Site-Sketch                        | Train Loss: 0.7503 | Train Acc: 0.8089
 Site-Sketch                        | Train Loss: 0.6416 | Train Acc: 0.8136
 Site-QuickDraw                     | Train Loss: 1.6216 | Train Acc: 0.4841
 Site-QuickDraw                     | Train Loss: 1.5609 | Train Acc: 0.5169
 Site-Infograph                     | Train Loss: 1.5985 | Train Acc: 0.4713
 Site-Infograph                     | Train Loss: 1.5124 | Train Acc: 0.5297
Average Train Accuracy: 0.7457
 Site-Clipart                       | Val  Loss: 0.6637 | Val  Acc: 0.8762
 Site-Clipart                       | Val  Loss: 0.6958 | Val  Acc: 0.8857
 Site-Real                          | Val  Loss: 0.3368 | Val  Acc: 0.9619
 Site-Real                          | Val  Loss: 0.3366 | Val  Acc: 0.9619
 Site-Painting                      | Val  Loss: 0.4177 | Val  Acc: 0.9429
 Site-Painting                      | Val  Loss: 0.5868 | Val  Acc: 0.8603
 Site-Sketch                        | Val  Loss: 0.6093 | Val  Acc: 0.8286
 Site-Sketch                        | Val  Loss: 0.7075 | Val  Acc: 0.7968
 Site-QuickDraw                     | Val  Loss: 1.6173 | Val  Acc: 0.4952
 Site-QuickDraw                     | Val  Loss: 1.5617 | Val  Acc: 0.5365
 Site-Infograph                     | Val  Loss: 1.6622 | Val  Acc: 0.4667
 Site-Infograph                     | Val  Loss: 1.5325 | Val  Acc: 0.5016
Average Valid Accuracy: 0.7595
 Best site-Clipart                   | Epoch:2 | Val Acc: 0.8762
 Best site-Clipart                   | Epoch:2 | Val Acc: 0.8857
 Best site-Real                      | Epoch:2 | Val Acc: 0.9619
 Best site-Real                      | Epoch:2 | Val Acc: 0.9619
 Best site-Painting                  | Epoch:2 | Val Acc: 0.9429
 Best site-Painting                  | Epoch:2 | Val Acc: 0.8603
 Best site-Sketch                    | Epoch:2 | Val Acc: 0.8286
 Best site-Sketch                    | Epoch:2 | Val Acc: 0.7968
 Best site-QuickDraw                 | Epoch:2 | Val Acc: 0.4952
 Best site-QuickDraw                 | Epoch:2 | Val Acc: 0.5365
 Best site-Infograph                 | Epoch:2 | Val Acc: 0.4667
 Best site-Infograph                 | Epoch:2 | Val Acc: 0.5016
