===2023-06-05 11:54:06===
===Setting===
    dataset: digit
    lr: 0.01
    batch: 32
    iters: 2
    wk_iters: 1
    si: False
    domain_num: 5
    quantile: 0
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
data_number=[13,24,43,77,140,252,454,818,1473,2651,80,144,259,467,840,1513,303,547,984,364,655,566,
client_nums=[10,6,3,2,1,]
len_dataset=[7438,4132,2295,1275,708,]
domain number = 5
============ Train epoch 0 ============
===2023-06-05 11:54:56===
===Setting===
    dataset: digit
    lr: 0.01
    batch: 32
    iters: 2
    wk_iters: 1
    si: False
    domain_num: 5
    quantile: 0
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
data_number=[13,24,43,77,140,252,454,818,1473,2651,80,144,259,467,840,1513,303,547,984,364,655,566,
client_nums=[10,6,3,2,1,]
len_dataset=[7438,4132,2295,1275,708,]
domain number = 5
============ Train epoch 0 ============
===2023-06-05 11:55:32===
===Setting===
    dataset: digit
    lr: 0.01
    batch: 32
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 5
    quantile: 0
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
data_number=[13,24,43,77,140,252,454,818,1473,2651,80,144,259,467,840,1513,303,547,984,364,655,566,
client_nums=[10,6,3,2,1,]
len_dataset=[7438,4132,2295,1275,708,]
domain number = 5
============ Train epoch 0 ============
cnt=[10, 6, 3, 2, 1, ]
power_decay: 0.9, powerI: 0.9500, powerC: 0.0500
sum of wi : 1.0000
 Site-MNIST                    | Train Loss: 2.1860 | Train Acc: 0.4615
 Site-MNIST                    | Train Loss: 2.2074 | Train Acc: 0.4167
 Site-MNIST                    | Train Loss: 2.1662 | Train Acc: 0.5814
 Site-MNIST                    | Train Loss: 2.1594 | Train Acc: 0.5195
 Site-MNIST                    | Train Loss: 2.1940 | Train Acc: 0.4286
 Site-MNIST                    | Train Loss: 2.1965 | Train Acc: 0.4127
 Site-MNIST                    | Train Loss: 2.1996 | Train Acc: 0.3899
 Site-MNIST                    | Train Loss: 2.1943 | Train Acc: 0.4156
 Site-MNIST                    | Train Loss: 2.1926 | Train Acc: 0.4392
 Site-MNIST                    | Train Loss: 2.1938 | Train Acc: 0.4221
 Site-USPS                     | Train Loss: 2.1776 | Train Acc: 0.5000
 Site-USPS                     | Train Loss: 2.1884 | Train Acc: 0.4444
 Site-USPS                     | Train Loss: 2.1688 | Train Acc: 0.4865
 Site-USPS                     | Train Loss: 2.1808 | Train Acc: 0.4711
 Site-USPS                     | Train Loss: 2.1762 | Train Acc: 0.4762
 Site-USPS                     | Train Loss: 2.1717 | Train Acc: 0.4825
 Site-SynthDigits              | Train Loss: 2.2867 | Train Acc: 0.1518
 Site-SynthDigits              | Train Loss: 2.2854 | Train Acc: 0.1737
 Site-SynthDigits              | Train Loss: 2.2855 | Train Acc: 0.1646
 Site-MNIST-M                  | Train Loss: 2.3059 | Train Acc: 0.1209
 Site-MNIST-M                  | Train Loss: 2.3020 | Train Acc: 0.1069
 Site-SVHN                     | Train Loss: 2.2906 | Train Acc: 0.1060
 Site-MNIST                         | Val  Loss: 2.2350 | Val  Acc: 0.0000
 Site-MNIST                         | Val  Loss: 2.1491 | Val  Acc: 0.5000
 Site-MNIST                         | Val  Loss: 2.1560 | Val  Acc: 0.5000
 Site-MNIST                         | Val  Loss: 2.1494 | Val  Acc: 0.6316
 Site-MNIST                         | Val  Loss: 2.2143 | Val  Acc: 0.4286
 Site-MNIST                         | Val  Loss: 2.2057 | Val  Acc: 0.4762
 Site-MNIST                         | Val  Loss: 2.2026 | Val  Acc: 0.4336
 Site-MNIST                         | Val  Loss: 2.1895 | Val  Acc: 0.4363
 Site-MNIST                         | Val  Loss: 2.1992 | Val  Acc: 0.3913
 Site-MNIST                         | Val  Loss: 2.1999 | Val  Acc: 0.3731
 Site-USPS                          | Val  Loss: 2.1798 | Val  Acc: 0.4000
 Site-USPS                          | Val  Loss: 2.1795 | Val  Acc: 0.5000
 Site-USPS                          | Val  Loss: 2.1533 | Val  Acc: 0.5781
 Site-USPS                          | Val  Loss: 2.1719 | Val  Acc: 0.5431
 Site-USPS                          | Val  Loss: 2.1677 | Val  Acc: 0.5143
 Site-USPS                          | Val  Loss: 2.1815 | Val  Acc: 0.4603
 Site-SynthDigits                   | Val  Loss: 2.2743 | Val  Acc: 0.1600
 Site-SynthDigits                   | Val  Loss: 2.2802 | Val  Acc: 0.1471
 Site-SynthDigits                   | Val  Loss: 2.2887 | Val  Acc: 0.1429
 Site-MNIST-M                       | Val  Loss: 2.3209 | Val  Acc: 0.0778
 Site-MNIST-M                       | Val  Loss: 2.3005 | Val  Acc: 0.0859
 Site-SVHN                          | Val  Loss: 2.2855 | Val  Acc: 0.0709
Average Valid Accuracy: 0.3569
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.0000
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.5000
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.5000
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.6316
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.4286
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.4762
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.4336
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.4363
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.3913
 Best site-MNIST                     | Epoch:0 | Val Acc: 0.3731
 Best site-USPS                      | Epoch:0 | Val Acc: 0.4000
 Best site-USPS                      | Epoch:0 | Val Acc: 0.5000
 Best site-USPS                      | Epoch:0 | Val Acc: 0.5781
 Best site-USPS                      | Epoch:0 | Val Acc: 0.5431
 Best site-USPS                      | Epoch:0 | Val Acc: 0.5143
 Best site-USPS                      | Epoch:0 | Val Acc: 0.4603
 Best site-SynthDigits               | Epoch:0 | Val Acc: 0.1600
 Best site-SynthDigits               | Epoch:0 | Val Acc: 0.1471
 Best site-SynthDigits               | Epoch:0 | Val Acc: 0.1429
 Best site-MNIST-M                   | Epoch:0 | Val Acc: 0.0778
 Best site-MNIST-M                   | Epoch:0 | Val Acc: 0.0859
 Best site-SVHN                      | Epoch:0 | Val Acc: 0.0709
 Saving the local and server checkpoint to ../checkpoint/fed_digit_uneven_1.8_1/ablation...
============ Train epoch 1 ============
cnt=[6, 10, 3, 2, 1, ]
