===2023-07-01 16:12:08===
===Setting===
    dataset: digit
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 5
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[6,12,21,38,70,126,227,409,736,1325,40,72,129,233,420,756,151,273,491,181,327,282,
client_nums=[10,6,3,2,1,]
len_dataset=[3719,2066,1147,637,353,]
domain number = 5
============ Train epoch 0 ============
 Site-MNIST                         | Train Loss: 1.2121 | Train Acc: 0.8333
 Site-MNIST                         | Train Loss: 1.2448 | Train Acc: 0.8333
 Site-MNIST                         | Train Loss: 0.9137 | Train Acc: 0.9524
 Site-MNIST                         | Train Loss: 1.0600 | Train Acc: 0.9211
 Site-MNIST                         | Train Loss: 1.0928 | Train Acc: 0.8143
 Site-MNIST                         | Train Loss: 1.0936 | Train Acc: 0.8571
 Site-MNIST                         | Train Loss: 1.0941 | Train Acc: 0.8282
 Site-MNIST                         | Train Loss: 1.1797 | Train Acc: 0.7531
 Site-MNIST                         | Train Loss: 1.1312 | Train Acc: 0.8098
 Site-MNIST                         | Train Loss: 1.0913 | Train Acc: 0.8143
 Site-USPS                          | Train Loss: 1.2007 | Train Acc: 0.6750
 Site-USPS                          | Train Loss: 1.3358 | Train Acc: 0.6944
 Site-USPS                          | Train Loss: 1.4123 | Train Acc: 0.7442
 Site-USPS                          | Train Loss: 1.1547 | Train Acc: 0.7167
 Site-USPS                          | Train Loss: 1.0966 | Train Acc: 0.7405
 Site-USPS                          | Train Loss: 1.1087 | Train Acc: 0.7566
 Site-SynthDigits                   | Train Loss: 2.0228 | Train Acc: 0.2848
 Site-SynthDigits                   | Train Loss: 2.0593 | Train Acc: 0.3004
 Site-SynthDigits                   | Train Loss: 1.9708 | Train Acc: 0.3299
 Site-MNIST_M                       | Train Loss: 2.1427 | Train Acc: 0.2818
 Site-MNIST_M                       | Train Loss: 2.1536 | Train Acc: 0.2722
 Site-SVHN                          | Train Loss: 2.2358 | Train Acc: 0.1596
Average Train Accuracy: 0.6533
 Site-MNIST                         | Val  Loss: 0.9447 | Val  Acc: 1.0000
