===2023-08-13 19:34:33===
===Setting===
    dataset: pacs
    lr: 0.01
    batch: 64
    iters: 50
    wk_iters: 1
    si: False
    domain_num: 4
    quantile: 0
    power_cs: 1
    std_rw: False
    gender_label: False
    binary_race: False
    save_iter: -1
    mix5: False
    power_relu: 1
    Ea_val: False
data_number=[14,18,24,31,40,52,68,88,113,146,12,22,40,72,128,11,115,58,
client_nums=[10,5,2,1,]
len_dataset=[1000,462,213,98,]
domain number = 4
============ Train epoch 0 ============
cnt=[7, 1, 1, 9, ]
power_decay: 0.9, powerI: 0.9500, powerC: 0.0500
 Site-photo                     (1) | Train Loss: 1.8310 | Train Acc: 0.4286
 Site-photo                     (3) | Train Loss: 1.8656 | Train Acc: 0.4444
 Site-photo                     (3) | Train Loss: 1.8224 | Train Acc: 0.5000
 Site-photo                     (3) | Train Loss: 1.8632 | Train Acc: 0.3871
 Site-photo                     (3) | Train Loss: 1.8324 | Train Acc: 0.5000
 Site-photo                     (3) | Train Loss: 1.8643 | Train Acc: 0.3846
 Site-photo                     (3) | Train Loss: 1.8690 | Train Acc: 0.4412
 Site-photo                     (3) | Train Loss: 1.8314 | Train Acc: 0.4432
 Site-photo                     (3) | Train Loss: 1.8489 | Train Acc: 0.4867
 Site-photo                     (3) | Train Loss: 1.8569 | Train Acc: 0.4521
 Site-art_painting              (0) | Train Loss: 1.9132 | Train Acc: 0.1667
 Site-art_painting              (0) | Train Loss: 1.9101 | Train Acc: 0.1364
 Site-art_painting              (0) | Train Loss: 1.8972 | Train Acc: 0.3750
 Site-art_painting              (0) | Train Loss: 1.9085 | Train Acc: 0.2778
 Site-art_painting              (0) | Train Loss: 1.9116 | Train Acc: 0.1953
 Site-cartoon                   (0) | Train Loss: 1.8984 | Train Acc: 0.3636
 Site-cartoon                   (0) | Train Loss: 1.9192 | Train Acc: 0.2522
 Site-sketch                    (2) | Train Loss: 1.9366 | Train Acc: 0.1207
Average Train Accuracy: 0.3531
 Site-photo                     (1) | Val  Loss: 1.8309 | Val  Acc: 0.5556
 Site-photo                     (3) | Val  Loss: 1.8458 | Val  Acc: 0.5000
 Site-photo                     (3) | Val  Loss: 1.8525 | Val  Acc: 0.3750
 Site-photo                     (3) | Val  Loss: 1.8472 | Val  Acc: 0.5238
 Site-photo                     (3) | Val  Loss: 1.8528 | Val  Acc: 0.4815
 Site-photo                     (3) | Val  Loss: 1.8203 | Val  Acc: 0.5143
 Site-photo                     (3) | Val  Loss: 1.8269 | Val  Acc: 0.4889
 Site-photo                     (3) | Val  Loss: 1.8642 | Val  Acc: 0.3103
 Site-photo                     (3) | Val  Loss: 1.8615 | Val  Acc: 0.4267
 Site-photo                     (3) | Val  Loss: 1.8492 | Val  Acc: 0.4433
 Site-art_painting              (0) | Val  Loss: 1.9263 | Val  Acc: 0.2500
 Site-art_painting              (0) | Val  Loss: 1.9034 | Val  Acc: 0.2667
 Site-art_painting              (0) | Val  Loss: 1.9205 | Val  Acc: 0.1923
 Site-art_painting              (0) | Val  Loss: 1.8986 | Val  Acc: 0.2553
 Site-art_painting              (0) | Val  Loss: 1.9032 | Val  Acc: 0.2824
 Site-cartoon                   (0) | Val  Loss: 1.8294 | Val  Acc: 0.5714
 Site-cartoon                   (0) | Val  Loss: 1.9202 | Val  Acc: 0.2208
 Site-sketch                    (2) | Val  Loss: 1.9381 | Val  Acc: 0.1538
Average Valid Accuracy: 0.3784
 Best site-photo                    (1)  | Epoch:0 | Val Acc: 0.5556
 Best site-photo                    (3)  | Epoch:0 | Val Acc: 0.5000
 Best site-photo                    (3)  | Epoch:0 | Val Acc: 0.3750
 Best site-photo                    (3)  | Epoch:0 | Val Acc: 0.5238
 Best site-photo                    (3)  | Epoch:0 | Val Acc: 0.4815
 Best site-photo                    (3)  | Epoch:0 | Val Acc: 0.5143
 Best site-photo                    (3)  | Epoch:0 | Val Acc: 0.4889
 Best site-photo                    (3)  | Epoch:0 | Val Acc: 0.3103
 Best site-photo                    (3)  | Epoch:0 | Val Acc: 0.4267
 Best site-photo                    (3)  | Epoch:0 | Val Acc: 0.4433
 Best site-art_painting             (0)  | Epoch:0 | Val Acc: 0.2500
 Best site-art_painting             (0)  | Epoch:0 | Val Acc: 0.2667
 Best site-art_painting             (0)  | Epoch:0 | Val Acc: 0.1923
 Best site-art_painting             (0)  | Epoch:0 | Val Acc: 0.2553
 Best site-art_painting             (0)  | Epoch:0 | Val Acc: 0.2824
 Best site-cartoon                  (0)  | Epoch:0 | Val Acc: 0.5714
 Best site-cartoon                  (0)  | Epoch:0 | Val Acc: 0.2208
 Best site-sketch                   (2)  | Epoch:0 | Val Acc: 0.1538
 Saving the local and server checkpoint to ../checkpoint/fed_pacs_uneven_2.16_2/ablation...
============ Train epoch 1 ============
cnt=[2, 10, 1, 5, ]
power_decay: 0.9, powerI: 0.9050, powerC: 0.0950
 Site-photo                     (1) | Train Loss: 1.7514 | Train Acc: 0.7143
 Site-photo                     (1) | Train Loss: 1.7911 | Train Acc: 0.6667
 Site-photo                     (1) | Train Loss: 1.7461 | Train Acc: 0.7500
 Site-photo                     (1) | Train Loss: 1.7800 | Train Acc: 0.5806
 Site-photo                     (1) | Train Loss: 1.7701 | Train Acc: 0.7250
 Site-photo                     (1) | Train Loss: 1.7888 | Train Acc: 0.6154
 Site-photo                     (1) | Train Loss: 1.7576 | Train Acc: 0.6912
 Site-photo                     (1) | Train Loss: 1.7737 | Train Acc: 0.6818
 Site-photo                     (1) | Train Loss: 1.7723 | Train Acc: 0.7168
 Site-photo                     (1) | Train Loss: 1.7911 | Train Acc: 0.7123
 Site-art_painting              (3) | Train Loss: 1.8995 | Train Acc: 0.2500
 Site-art_painting              (3) | Train Loss: 1.8556 | Train Acc: 0.4545
 Site-art_painting              (3) | Train Loss: 1.8880 | Train Acc: 0.3750
 Site-art_painting              (3) | Train Loss: 1.8501 | Train Acc: 0.3750
 Site-art_painting              (3) | Train Loss: 1.8758 | Train Acc: 0.3281
 Site-cartoon                   (0) | Train Loss: 1.9034 | Train Acc: 0.1818
 Site-cartoon                   (0) | Train Loss: 1.8870 | Train Acc: 0.3217
 Site-sketch                    (2) | Train Loss: 1.9271 | Train Acc: 0.2069
Average Train Accuracy: 0.5193
 Site-photo                     (1) | Val  Loss: 1.7849 | Val  Acc: 0.6667
 Site-photo                     (1) | Val  Loss: 1.7670 | Val  Acc: 0.6667
 Site-photo                     (1) | Val  Loss: 1.7858 | Val  Acc: 0.6250
 Site-photo                     (1) | Val  Loss: 1.7938 | Val  Acc: 0.7143
 Site-photo                     (1) | Val  Loss: 1.7836 | Val  Acc: 0.7037
 Site-photo                     (1) | Val  Loss: 1.7481 | Val  Acc: 0.7714
 Site-photo                     (1) | Val  Loss: 1.7582 | Val  Acc: 0.6667
 Site-photo                     (1) | Val  Loss: 1.7846 | Val  Acc: 0.7241
 Site-photo                     (1) | Val  Loss: 1.7945 | Val  Acc: 0.6133
 Site-photo                     (1) | Val  Loss: 1.7744 | Val  Acc: 0.6804
 Site-art_painting              (3) | Val  Loss: 1.8832 | Val  Acc: 0.3750
 Site-art_painting              (3) | Val  Loss: 1.8769 | Val  Acc: 0.3333
 Site-art_painting              (3) | Val  Loss: 1.8848 | Val  Acc: 0.2308
